name,star_name,star_age,star_age_error_min,star_age_error_max,mass,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,discovered,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,detection_type,mass_measurement_type,radius_measurement_type,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_teff,star_teff_error_min,star_teff_error_max
Kepler-474 b,Kepler-474,6.76,-3.44,2.09,0.0302,,,0.272994914800607,-0.0330091890445178,0.0428227317334285,5.660672935,-3.733e-06,3.733e-06,0.06092,-0.00043,0.00043,0.0,,,86.77,,,2016.0,,,,,,,2454970.415501,-0.000537,0.000537,0.663,-0.1,0.1,,,,1115.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,292.3215174,43.8811723,13.629,,12.306,11.969,11.91,841.496,-10.999,10.999,-0.01,-0.127,0.088,0.99,-0.05,0.049,1.08,-0.123,0.171,,5785.0,-97.56,92.565
Kepler-475 b,Kepler-475,2.69,-1.19,1.9,0.0213,,,0.22214292086716,-0.0160585244000357,0.00446070122223214,3.105508189,-1.042e-06,1.042e-06,0.03989,-0.0002,0.0002,0.0,,,84.85,,,2016.0,,,,,,,2454966.210436,-0.000275,0.000275,0.8,-0.13,0.13,,,,980.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,287.051694,40.2114232,13.512,,11.821,11.331,11.241,280.069,-1.162,1.173,0.21,-0.092,0.081,0.86,-0.028,0.027,0.79,-0.015,0.017,,5009.0,-77.645,84.996
Kepler-476 b,Kepler-476,5.37,-2.8,2.3,0.0305,,,0.2747791952895,-0.0267642073333928,0.0454991524667678,14.00640607,-1.794e-05,1.794e-05,0.1126,,,0.0,,,88.33,,,2016.0,,,,,,,2454975.209317,-0.000981,0.000981,0.5014,-0.4477,0.004,,,,807.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,295.1637592,43.9630716,14.018,,12.673,12.358,12.297,813.535,,,0.04,-0.099,0.09,1.03,-0.045,0.049,1.09,-0.103,0.157,,5837.0,-99.967,101.078
Kepler-477 b,Kepler-477,2.09,-0.737,1.33,0.0155,,,0.18467303060041,-0.0107056829333571,0.0160585244000357,11.11990653,-1.16e-05,1.16e-05,0.0911,,,0.0,,,87.75,,,2016.0,,,,,,,2454972.752936,-0.000831,0.000831,0.68,-0.22,0.22,,,,649.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,288.067445,42.355305,13.835,,12.274,11.832,11.729,367.0,-11.229,10.155,-0.04,-0.1,0.112,0.87,-0.031,0.025,0.79,-0.022,0.018,,5240.0,-41.142,49.297
Kepler-478 b,Kepler-478,4.9,-2.7,3.19,0.0245,,,0.241770006244982,-0.0294406280667321,0.00802926220001784,13.2217576,-1.39e-05,1.39e-05,0.1032,,,0.0,,,89.23,,,2016.0,,,,,,,2454972.570157,-0.000873,0.000873,0.451,-0.445,0.007,,,,640.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,292.4870063,46.196187,14.156,,12.57,12.113,12.005,420.0,-13.995,14.537,-0.03,-0.107,0.105,0.85,-0.037,0.03,0.8,-0.023,0.025,,5210.0,-70.305,69.428
Kepler-479 b,Kepler-479,4.27,-2.31,3.11,0.0162,,,0.189133731822643,-0.00624498171112499,0.00802926220001784,12.49341307,-1.36e-05,1.36e-05,0.09636,-0.00113,0.00113,0.0,,,89.04,,,2016.0,,,,,,,2454971.461536,-0.000953,0.000953,0.0775,-0.0774,0.382,,,,649.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,291.0218899,37.7698734,13.724,,12.237,11.784,11.716,344.901,-1.966,1.966,-0.02,-0.107,0.102,0.86,-0.036,0.032,0.81,-0.024,0.025,,5247.0,-57.399,73.63
Kepler-48 b,Kepler-48,3.14,,,0.012396564200988,-0.00660730579240475,0.00660730579240475,0.167722365955928,-0.00892140244446427,0.00892140244446427,4.778,,,0.05394,-0.00032,0.00032,0.0,,,89.91,,,2012.0,,,,,,,2454957.06113,,,0.17,-0.11,0.11,1.62,-0.9,0.9,932.0,,,Transit,Mass,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,299.1393094,40.948939,13.174,,11.702,11.292,11.221,306.738,-1.804,1.825,0.17,-0.07,0.07,0.88,-0.06,0.06,0.89,-0.05,0.05,,5194.0,-73.0,73.0
Kepler-48 c,Kepler-48,3.14,,,0.0459679702985873,-0.00723657301072901,0.00723657301072901,0.241770006244982,-0.01248996342225,0.01248996342225,9.67395,,,0.08633,-0.00051,0.00051,0.0,,,89.51,,,2012.0,,,,,,,2454958.33925,,,0.38,-0.05,0.05,4.74,-0.7,0.7,736.0,,,Transit,Mass,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,299.1393094,40.948939,13.174,,11.702,11.292,11.221,306.738,-1.804,1.825,0.17,-0.07,0.07,0.88,-0.06,0.06,0.89,-0.05,0.05,,5194.0,-73.0,73.0
Kepler-48 d,Kepler-48,3.14,,,0.025,-0.0145,0.0145,0.182,-0.01,0.01,42.8961,,,0.23302,-0.00138,0.00138,0.0,,,89.99,,,2014.0,,,,,,,2454979.06554,,,0.2,-0.11,0.11,1.57,-0.9,0.9,448.0,,,Transit,Mass,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,299.1393094,40.948939,13.174,,11.702,11.292,11.221,306.738,-1.804,1.825,0.17,-0.07,0.07,0.88,-0.06,0.06,0.89,-0.05,0.05,,5194.0,-73.0,73.0
Kepler-48 e,Kepler-48,3.14,,,2.067,-0.079,0.079,1.19,,,982.0,-8.0,8.0,1.898274748,,,0.003141534922,-0.02861553082,0.02861553082,,,,2014.0,,,,,,,,,,,,,45.83,-0.8,0.8,171.494703297199,,,Radial Velocity,Mass,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,299.1393094,40.948939,13.174,,11.702,11.292,11.221,306.738,-1.804,1.825,0.17,-0.07,0.07,0.88,-0.06,0.06,0.89,-0.05,0.05,,5194.0,-73.0,73.0
Kepler-48 f,Kepler-48,2.69,-1.14,2.09,0.9394408762,-0.291705602,0.291705602,1.23,,,5219.681854,-373.576493,373.576493,5.719187877,,,0.01528253739,-0.1350596526,0.1350596526,,,,2023.0,,,,,,,,,,,,,11.671493,-3.624113,3.624113,95.6834029909382,,,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,299.1393094,40.948939,13.174,,11.702,11.292,11.221,306.738,-1.804,1.825,0.26,-0.04,0.04,0.916,-0.0215,0.0215,0.836,-0.021,0.022,,5190.0,-44.0,44.0
Kepler-480 b,Kepler-480,2.34,-0.774,0.669,0.0256,,,0.248014987956107,-0.018734945133375,0.0258720670889464,4.919583795,-4.897e-06,4.897e-06,0.06024,-0.00042,0.00042,0.0,,,88.43,,,2016.0,,,,,,,2454967.602759,-0.000799,0.000799,0.586,-0.1,0.1,,,,1312.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,294.4639165,49.7650473,13.23,,12.332,12.11,12.065,847.508,-11.274,11.577,0.11,-0.091,0.094,1.25,-0.042,0.05,1.34,-0.1,0.14,,6322.0,-64.998,71.596
Kepler-481 b,Kepler-481,6.17,-3.25,1.93,0.0214,,,0.223035061111607,-0.0258720670889464,0.0330091890445178,10.06082567,-1.522e-05,1.522e-05,0.08926,-0.00081,0.00081,0.0,,,87.02,,,2016.0,,,,,,,2454971.96752,-0.00127,0.00127,0.05,-0.2,0.2,,,,899.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,291.9069862,49.262076,14.054,,12.724,12.4,12.383,813.724,-11.784,11.784,0.03,-0.091,0.087,1.01,-0.035,0.039,1.09,-0.113,0.161,,5802.0,-66.198,73.638
Kepler-482 b,Kepler-482,6.03,-3.88,5.43,0.0194,,,0.210545097689357,-0.01248996342225,0.0330091890445178,56.35418576,-9.371e-05,9.371e-05,0.25787,-0.00017,0.00017,0.0,,,89.37,,,2016.0,,,,,,,2454977.83637,-0.00133,0.00133,0.0293,-0.1,0.1,,,,352.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,296.8229326,48.1077628,14.049,,12.173,11.661,11.536,313.068,-2.2585,2.2585,-0.13,-0.118,0.11,0.75,-0.039,0.036,0.72,-0.027,0.025,,4871.0,-61.54,63.642
Kepler-483 b,Kepler-483,2.63,-0.794,0.42,0.0327,,,0.286377018467303,-0.0383620305111964,0.060665536622357,30.229104,-7.851e-05,7.851e-05,0.19471,-0.00178,0.00178,0.0,,,88.1,,,2016.0,,,,,,,2454967.52038,-0.00197,0.00197,0.708,-0.1,0.1,,,,755.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,291.6467764,41.8846843,13.452,,12.516,12.251,12.222,860.355,-10.183,10.183,0.09,-0.089,0.091,1.28,-0.067,0.095,1.47,-0.19,0.312,,6346.0,-73.371,79.71
Kepler-484 b,Kepler-484,1.48,-0.326,0.654,0.0183,,,0.203407975733785,-0.00446070122223214,0.00624498171112499,10.045569313,-7.196e-06,7.196e-06,0.09036,-0.00079,0.00079,0.0,,,89.82,,,2016.0,,,,,,,2454962.093273,-0.000597,0.000597,0.68,-0.16,0.16,,,,766.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,284.3942844,46.2491109,13.077,,11.89,11.575,11.482,382.136,-2.779,2.819,-0.1,-0.085,0.09,0.96,-0.026,0.023,0.87,-0.02,0.02,,5668.0,-48.741,54.607
Kepler-485 b,Kepler-485,3.72,-2.02,2.0,,,,1.2855740922473,-0.145418859844768,0.301543402622892,3.243259796,-1.83e-07,1.83e-07,0.04401,-0.00041,0.00041,0.0,,,89.27,,,2016.0,,,,,,,2454966.6690442,-4.64e-05,4.64e-05,0.0013,-0.0013,0.0449,,,,1243.0,,,Transit,Msini,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,294.9963415,50.4700458,15.069,,13.782,13.479,13.433,1140.95,-26.315,26.315,0.04,-0.161,0.147,1.07,-0.073,0.082,1.09,-0.123,0.256,,5958.0,-153.721,105.049
Kepler-487 b,Kepler-487,5.62,-3.36,3.97,,,,1.01882415915782,-0.0472834329556606,0.0615576768668035,15.358768403,-2.214e-06,2.214e-06,0.11819,-0.00132,0.00132,0.0,,,89.02,,,2016.0,,,,,,,2454965.385103,-0.000117,0.000117,0.5156,-0.0176,0.018,,,,662.0,,,Transit,Msini,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,295.2872318,41.2220033,14.882,,13.732,13.326,13.25,872.343,-20.356,21.335,0.0,-0.105,0.099,0.91,-0.041,0.036,0.88,-0.041,0.053,,5444.0,-77.87,89.782
Kepler-487 c,Kepler-487,5.62,-3.36,3.97,0.0241,,,0.239093585511642,-0.0437148719778749,0.0160585244000357,38.6519976,-0.0002517,0.0002517,0.21864,-0.00242,0.00242,0.0,,,89.96,,,2016.0,,,,,,,2454997.04919,-0.00537,0.00537,0.52,-0.1,0.1,,,,487.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,295.2872318,41.2220033,14.882,,13.732,13.326,13.25,872.343,-20.356,21.335,0.0,-0.105,0.099,0.91,-0.041,0.036,0.88,-0.041,0.053,,5444.0,-77.87,89.782
Kepler-487 d,Kepler-487,4.68,-2.54,3.09,0.0256,,,0.247581448596838,,,2.418390036,,,0.03445,-0.00038,0.00038,0.0,,,89.89,,,2021.0,,,,,,,2454965.505587,-0.000864,0.000864,0.556,-0.1,0.1,,,,1226.0,,,Transit,M-R relationship,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,295.2872318,41.2220033,14.882,,13.732,13.326,13.25,872.343,-20.356,21.335,0.02,-0.15,0.15,0.874,-0.046,0.055,0.887,-0.067,0.09,,5422.0,-108.0,108.0
Kepler-489 b,Kepler-489,3.31,-1.56,2.62,0.145,,,0.688732268712642,-0.0178428048889285,0.0151663841555893,17.276296119,-2.455e-06,2.455e-06,0.12109,-0.00129,0.00129,0.0,,,89.87,,,2016.0,,,,,,,2454966.839246,-0.000116,0.000116,0.0127,-0.0126,0.0747,,,,538.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,290.8332412,38.1841851,14.221,,12.536,12.058,11.959,369.645,-2.297,2.297,0.0,-0.1,0.105,0.82,-0.033,0.026,0.76,-0.02,0.017,,5014.0,-58.345,70.481
Kepler-49 b,Kepler-49,2.88,-1.35,3.66,0.0307398576867926,-0.00298903426841893,0.002957570749804,0.230083365207329,-0.00767241931284617,0.00776163349090252,7.2,,,0.05929,-0.00227,0.00227,0.0,,,89.9,,,2012.0,,,,,,,2455003.286726,-0.000643,0.000643,0.91,-0.11,0.11,,,,509.0,,,Transit,Mass,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,292.2945208,40.5918123,15.655,,13.184,12.487,12.383,311.222,-2.49,2.53,0.03,-0.071,0.092,0.607,-0.014,0.014,0.618,-0.02,0.02,M1 V,4095.6,-74.7,74.7
Kepler-49 c,Kepler-49,2.88,-1.35,3.66,0.0263664285993165,-0.00280025315672932,0.00289464371257412,0.218039451169721,-0.00731556260062077,0.00740477677867712,10.91,,,0.07821,-0.003,0.003,0.008,-0.005,0.023,88.68,,,2012.0,,,,,,,2455002.8525,-0.001,0.001,0.9458,-0.0102,0.0166,,,,443.0,,,Transit,Mass,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,292.2945208,40.5918123,15.655,,13.184,12.487,12.383,311.222,-2.49,2.53,0.03,-0.071,0.092,0.607,-0.014,0.014,0.618,-0.02,0.02,M1 V,4095.6,-74.7,74.7
Kepler-49 d,Kepler-49,2.88,-1.35,3.66,0.742482404978986,,,0.143,-0.006,0.006,2.576549,-3e-06,3e-06,0.031,,,0.0,,,89.14,,,2014.0,,,,,,,2455005.12932,-0.00066,0.00066,0.06,-0.17,0.17,,,,717.0,,,Transit,Mass,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,292.2945208,40.5918123,15.655,,13.184,12.487,12.383,311.222,-2.49,2.53,0.03,-0.071,0.092,0.549,-0.009,0.009,0.559,-0.021,0.021,M1 V,4252.0,-100.0,100.0
Kepler-49 e,Kepler-49,2.88,-1.35,3.66,0.0032663851850096,,,0.139,-0.007,0.007,18.596108,-7.9e-05,7.9e-05,0.116,,,0.0,,,89.99,,,2014.0,,,,,,,2454974.26415,-0.00242,0.00242,0.27,-0.22,0.22,,,,371.0,,,Transit,Mass,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,292.2945208,40.5918123,15.655,,13.184,12.487,12.383,311.222,-2.49,2.53,0.03,-0.071,0.092,0.549,-0.009,0.009,0.559,-0.021,0.021,M1 V,4252.0,-100.0,100.0
Kepler-490 b,Kepler-490,3.47,-1.71,1.8,,,,1.03934338478009,-0.123115353733607,0.293514140422874,3.268695154,-2.3e-07,2.3e-07,0.0453,,,0.0,,,89.53,,,2016.0,,,,,,,2454970.4817067,-5.71e-05,5.71e-05,0.0509,-0.0508,0.046,,,,1597.0,,,Transit,Msini,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,295.025662,46.9559536,14.843,,13.819,13.502,13.469,1523.0,-64.625,64.625,-0.02,-0.177,0.132,1.08,-0.075,0.105,1.12,-0.133,0.316,,6045.0,-126.758,142.422
Kepler-491 b,Kepler-491,4.47,-2.43,2.26,0.186,,,0.795789098046213,-0.0454991524667678,0.0713712195557142,4.225384512,-2.68e-07,2.68e-07,0.05191,-0.00051,0.00051,0.0,,,89.66,,,2016.0,,,,,,,2454970.5606743,-5.34e-05,5.34e-05,0.015,-0.015,0.0522,,,,1111.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,287.1305782,42.3501533,14.178,,12.746,12.426,12.354,630.785,-6.305,6.431,0.37,-0.053,0.049,1.04,-0.028,0.026,1.03,-0.059,0.092,,5582.0,-61.107,53.814
Kepler-493 b,Kepler-493,2.0,-0.533,0.721,,,,1.34980818984744,-0.227495762333839,0.446070122223214,3.003876581,-9.88e-07,9.88e-07,0.0439,,,0.0,,,87.33,,,2016.0,,,,,,,2454967.711271,-0.000271,0.000271,0.057,-0.0569,0.135,,,,1438.0,,,Transit,Msini,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,295.3075252,38.8815716,15.268,,13.956,13.696,13.727,1745.77,-71.33,77.56,0.11,-0.133,0.153,1.36,-0.143,0.159,1.54,-0.26,0.509,,6457.0,-229.748,210.241
Kepler-495 b,Kepler-495,4.37,-2.7,5.96,0.0749,,,0.466589347845481,-0.0303327683111785,0.0374698902667499,3.413036221,-5.98e-07,5.98e-07,0.0427,,,0.0,,,89.75,,,2016.0,,,,,,,2454965.443088,-0.000146,0.000146,0.046,-0.046,0.117,,,,1200.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,285.9307362,39.0981201,14.942,,13.314,12.859,12.81,658.924,-8.67,8.899,-0.07,-0.173,0.153,0.86,-0.052,0.044,0.83,-0.054,0.067,,5346.0,-91.165,128.173
Kepler-495 c,Kepler-495,0.6,-3.9,3.9,0.00622,,,0.108784569412275,,,5.896609783,,,0.0614,,,0.0,,,89.84,,,2021.0,,,,,,,2454967.03046,-0.00701,0.00701,0.1272,-0.1271,0.3228,,,,1000.0,,,Transit,M-R relationship,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,285.9307362,39.0981201,14.942,,13.314,12.859,12.81,658.924,-8.67,8.899,0.18,-0.1,0.15,0.888,-0.035,0.061,1.087,-0.184,0.224,,5392.0,-72.0,80.0
Kepler-496 b,Kepler-496,4.57,-2.8,6.27,0.0189,,,0.206976536711571,-0.01248996342225,0.0169506646444821,8.30864937,-1.09e-05,1.09e-05,0.0747,,,0.0,,,88.99,,,2016.0,,,,,,,2454971.10889,-0.00106,0.00106,0.0993,-0.0992,0.2741,,,,747.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,291.6408978,41.2411044,15.106,,13.441,13.023,12.909,605.274,-8.821,8.821,-0.03,-0.172,0.149,0.86,-0.047,0.042,0.82,-0.049,0.063,,5293.0,-98.035,81.948
Kepler-497 b,Kepler-497,3.55,-1.94,1.87,0.0957,,,0.538852707645642,-0.0588812561334642,0.140958158622535,3.573203671,-9.08e-07,9.08e-07,0.0457,,,0.0,,,89.69,,,2016.0,,,,,,,2454967.934257,-0.000211,0.000211,0.26,-0.12,0.12,,,,1210.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,290.7659557,38.9279468,14.95,,13.6,13.287,13.21,1291.98,,,0.24,-0.175,0.113,1.09,-0.064,0.095,1.11,-0.121,0.291,,5834.0,-141.15,110.982
Kepler-498 b,Kepler-498,3.89,-2.2,3.61,0.0297,,,0.270318494067267,-0.0303327683111785,0.0446070122223214,9.61375356,-1.173e-05,1.173e-05,0.0897,,,0.0,,,87.37,,,2016.0,,,,,,,2454965.18509,-0.00101,0.00101,0.07,-0.24,0.24,,,,931.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,290.3581592,44.5187225,14.349,,13.18,12.788,12.755,938.844,-15.993,15.993,-0.04,-0.175,0.145,0.98,-0.058,0.06,0.96,-0.078,0.159,,5744.0,-96.943,144.469
Kepler-499 b,Kepler-499,4.57,-2.85,6.34,0.0168,,,0.193594433044875,-0.0142742439111428,0.0223035061111607,5.632528453,-5.753e-06,5.753e-06,0.0598,,,0.0,,,88.58,,,2016.0,,,,,,,2454966.817942,-0.000827,0.000827,0.455,-0.425,0.023,,,,844.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,295.1099549,43.9151012,14.63,,12.946,12.511,12.405,556.726,-6.749,6.914,0.0,-0.173,0.148,0.87,-0.051,0.046,0.83,-0.049,0.069,,5312.0,-145.285,140.652
Kepler-5 b,Kepler-5,2.88,-0.25,0.28,2.111,-0.086,0.067,1.426,-0.051,0.036,3.5484657,-7e-07,7e-07,0.0538,-0.0021,0.0015,0.0,,,89.14,-0.32,0.44,2009.0,,,,,,,2454955.90144,-2e-05,2e-05,0.0968,-0.049,0.035,227.5,-2.8,2.8,1750.0,-20.0,20.0,Transit,Mass,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,299.4070341,44.0350387,13.325,,12.115,11.863,11.769,899.777,-16.181,16.774,0.04,-0.06,0.06,1.374,-0.059,0.04,1.793,-0.062,0.043,,6297.0,-60.0,60.0
Kepler-50 b,Kepler-50,3.8,-0.8,0.8,0.0280025315672932,,,0.153,-0.009,0.004,7.81254,-0.0001,0.0001,0.077,-0.02,0.012,0.0,,,89.88,,,2012.0,,,,,,,2454974.376,-0.007,0.007,0.74,-0.36,0.07,0.029163,-2.616394,2.616394,1196.0,,,Transit,Mass,<a refstr=CHAPLIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766..101C/abstract target=ref> Chaplin et al. 2013 </a>,288.1009312,50.0336844,10.544,,9.518,9.25,9.197,250.11,-1.848,1.876,0.03,-0.06,0.06,1.24,-0.05,0.05,1.58,-0.02,0.02,,6225.0,-66.0,66.0
Kepler-50 c,Kepler-50,3.8,-0.8,0.8,0.0258000852642476,,,0.194,-0.007,0.006,9.37647,-4e-05,4e-05,0.087,-0.023,0.014,0.0,,,87.6,,,2012.0,,,,,,,2454969.958,-0.003,0.003,0.94,-0.06,0.02,2.809683,-2.822267,2.822267,1125.0,,,Transit,Mass,<a refstr=CHAPLIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766..101C/abstract target=ref> Chaplin et al. 2013 </a>,288.1009312,50.0336844,10.544,,9.518,9.25,9.197,250.11,-1.848,1.876,0.03,-0.06,0.06,1.24,-0.05,0.05,1.58,-0.02,0.02,,6225.0,-66.0,66.0
Kepler-500 b,Kepler-500,4.37,-2.29,2.57,0.0226,,,0.230172183067178,-0.0151663841555893,0.0223035061111607,8.508324398,-9.109e-06,9.109e-06,0.08361,-0.00091,0.00091,0.0,,,89.99,,,2016.0,,,,,,,2454967.786614,-0.000908,0.000908,0.72,-0.15,0.15,,,,909.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,295.9513472,43.8519884,14.324,,12.995,12.693,12.588,807.48,-12.123,12.123,0.03,-0.101,0.092,1.02,-0.044,0.045,1.03,-0.069,0.096,,5813.0,-97.297,100.747
Kepler-501 b,Kepler-501,3.31,-1.69,2.65,0.0537,,,0.383620305111964,-0.0410384512445356,0.0615576768668035,5.640677572,-3.781e-06,3.781e-06,0.0627,,,0.0,,,89.88,,,2016.0,,,,,,,2454971.556194,-0.000556,0.000556,0.76,-0.1,0.1,,,,1125.0,,,Transit,M-R relationship,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,297.2014919,41.7301534,14.886,,13.66,13.272,13.34,1125.24,-25.85,27.06,-0.03,-0.171,0.14,1.03,-0.062,0.081,1.04,-0.099,0.167,,5904.0,-126.781,207.834
Kepler-501 c,Kepler-501,0.3,-1.2,1.2,0.0109,,,0.149986643566975,,,3.622760057,,,0.0467,,,0.0,,,89.96,,,2021.0,,,,,,,2454965.99267,-0.00351,0.00351,0.75,-0.11,0.11,,,,1304.0,,,Transit,M-R relationship,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,297.2014919,41.7301534,14.886,,13.66,13.272,13.34,1125.24,-25.85,27.06,0.14,-0.15,0.15,1.032,-0.063,0.079,1.216,-0.183,0.201,,5794.0,-78.0,78.0
